,COUNTRY_CODE,NUTS_ID,fraction_land_necessary,resampling
135,CH,CH052,0.0680127939935503,max
136,CH,CH053,0.1231191352584179,max
137,CH,CH054,0.08267128375769803,max
138,CH,CH055,0.09546806283371562,max
139,CH,CH056,0.06463415947144696,max
140,CH,CH057,0.0527891879897906,max
141,CH,CH061,0.09418434029753159,max
142,CH,CH062,0.09911420353422978,max
143,CH,CH063,0.12336566181634578,max
144,CH,CH021,0.07706468313098294,max
145,CH,CH065,0.15477243317709044,max
146,CH,CH066,0.13471778591856667,max
147,CH,CH070,0.20322184046742928,max
148,DE,DE11B,0.02297901558559947,max
149,DE,DE11C,0.03714972883957956,max
150,DE,DE11D,0.03464297817761769,max
151,DE,DE121,0.13230466879268285,max
152,DE,DE122,0.13768758443336387,max
153,DE,DE123,0.06678970627685338,max
154,DE,DE124,0.05208764657939706,max
155,DE,DE125,0.10511835848061298,max
156,DE,DE126,0.10980670758991742,max
157,DE,DE127,0.03264550831699778,max
158,DE,DE128,0.07176221085074443,max
159,DE,DE129,0.2916519256254981,max
160,DE,DE111,0.2485825379355712,max
161,DE,DE112,0.09089545827437381,max
162,DE,DE113,0.15870893075204062,max
163,DE,DE114,0.09648692532908736,max
164,DE,DE115,0.09809638660320957,max
165,DE,DE116,0.11149882005791821,max
166,DE,DE117,0.09816737338682499,max
167,DE,DE118,0.058567041645320186,max
168,DE,DE119,0.03335794786537755,max
169,DE,DE11A,0.017658798693768903,max
170,DE,DE94G,0.006311242160673131,max
171,DE,DE94H,0.005486098626734198,max
172,DE,DEA11,0.1999257561554378,max
173,DE,DEA45,0.21579324630768545,max
174,DE,DEA46,0.042019678539362636,max
175,DE,DEA47,0.037251949903811296,max
176,DE,DEA51,0.2001237299287956,max
177,DE,DEA52,0.19162641600864688,max
178,DE,DEA53,0.23697295401564752,max
179,DE,DEA54,0.056287292534877804,max
180,DE,DEA55,0.15111018674009327,max
181,DE,DEB31,0.044977722403122526,max
182,DE,DEB32,0.11622234797596115,max
183,DE,DEB33,0.047852211428486446,max
184,DE,DEB34,0.08225911927874546,max
185,DE,DEB35,0.1277268112073754,max
186,DE,DEB36,0.03719927160583338,max
187,DE,DEB37,0.1633427460533405,max
188,DE,DEB38,0.07587967276557894,max
189,DE,DEB39,0.04249121219190692,max
190,DE,DED2D,0.013616032902554675,max
191,DE,DED2E,0.015722255813201347,max
192,DE,DED2F,0.0427648644033972,max
193,DE,DED41,0.10080221660517283,max
194,DE,DED42,0.0671028642997668,max
195,DE,DED43,0.01858433580689476,max
196,DE,DED44,0.048898308259275346,max
197,DE,DED45,0.043531376679882446,max
198,DE,DED51,0.07537888629533618,max
199,DE,DED52,0.012510777827207874,max
200,DE,DED53,0.009249699102288417,max
201,DE,DEE01,0.0354948834469675,max
202,DE,DEE02,0.08649739392608778,max
203,DE,DEE03,0.05505191614340532,max
204,DE,DEE04,0.0028720919490161922,max
205,DE,DEE05,0.007048942664306213,max
206,DE,DEE06,0.004629393802618859,max
207,DE,DEE07,0.0053303906035951,max
208,DE,DEE08,0.011001367724977298,max
209,DE,DEE09,0.01111980166785734,max
210,DE,DEE0A,0.012576460770797396,max
211,DE,DEE0B,0.007698045867275296,max
212,DE,DEE0C,0.0067114060743221704,max
213,DE,DEE0D,0.0033471934017742094,max
214,DE,DEE0E,0.006776173524878091,max
215,DE,DEF01,0.10497859003964288,max
216,DE,DEF02,0.15887423312004714,max
217,DE,DEF03,0.08633879973023338,max
218,DE,DEF04,0.09154175499161081,max
219,DE,DEF05,0.004716802163774748,max
220,DE,DEF06,0.010649363512891814,max
221,DE,DEF0D,0.011578500874955627,max
222,DE,DEF0E,0.006641584482766671,max
223,DE,DEF0F,0.04023708400336225,max
224,DE,DEF07,0.00405421815391717,max
225,DE,DEF08,0.008013940877697042,max
226,DE,DEF09,0.06440262643814598,max
227,DE,DEG01,0.044865882624463886,max
228,DE,DEG02,0.05363194286015598,max
229,DE,DEG03,0.21000331028596864,max
230,DE,DEG04,0.12326738692111959,max
231,DE,DEG05,0.0699501833453302,max
232,DE,DEG06,0.03319002975074077,max
233,DE,DEG07,0.01782901002365301,max
234,DE,DEG09,0.008278171889385672,max
235,DE,DEF0A,0.009935878976743175,max
236,DE,DEF0B,0.008500601306701125,max
237,DE,DEF0C,0.005209477902250194,max
238,DE,DEG0A,0.006267397657865019,max
239,DE,DEG0B,0.04057884842379274,max
240,DE,DEG0C,0.013273518515586525,max
241,DE,DEG0D,0.005578456426544759,max
242,DE,DEG0E,0.016556898460255733,max
243,DE,DEG0F,0.022295248102583258,max
244,DE,DEG0G,0.014596019485950844,max
245,DE,DEG0H,0.03429047582132414,max
246,DE,DEG0I,0.050745733343333974,max
247,DE,DEG0J,0.019587943455137733,max
248,DE,DEG0K,0.016982813532289,max
249,DE,DEG0L,0.015533251371840674,max
250,DE,DEG0M,0.012645796255389386,max
251,DE,DEG0N,0.051714662505292074,max
252,DE,DEG0P,0.02215242470294655,max
253,DE,DE928,0.020943281607101745,max
254,DE,DE929,0.04200485152032324,max
255,DE,DEA12,0.15258583797060113,max
256,DE,DEA13,0.226524583293397,max
257,DE,DEA14,0.12848462482920361,max
258,DE,DEA15,0.08936769474274071,max
259,DE,DEA16,0.18252564957347467,max
260,DE,DEA17,0.15322935849595473,max
261,DE,DEA18,0.2909808615387277,max
262,DE,DEA19,0.24374252857506806,max
263,DE,DEA1A,0.2796712020164522,max
264,DE,DEA1B,0.03344162871558199,max
265,DE,DEA1C,0.16489243699662803,max
266,DE,DEA56,0.2623271469415016,max
267,DE,DEA57,0.275315233108257,max
268,DE,DEA58,0.23778044133732495,max
269,DE,DEA59,0.3508860158705067,max
270,DE,DEA5A,0.2836680963279927,max
271,DE,DEB3A,0.09024178013464514,max
272,DE,DEB3B,0.023141514194191304,max
273,DE,DEB3C,0.0308639585362589,max
274,DE,DEB3D,0.03190794128207539,max
275,DE,DEB3E,0.0361499363803091,max
276,DE,DEB3F,0.04341545204051136,max
277,DE,DE931,0.012997820802454147,max
278,DE,DEA1D,0.04785455280696954,max
279,DE,DEA1E,0.04370815049417033,max
280,DE,DEA1F,0.06113863625849689,max
281,DE,DEA5B,0.051570378745916974,max
282,DE,DEA5C,0.12777990549229726,max
283,DE,DEB3G,0.05759533537358768,max
284,DE,DEB3H,0.024664283522920993,max
285,DE,DEB3I,0.030998888566623625,max
286,DE,DEB3J,0.04864023395659981,max
287,DE,DE932,0.00546691316092785,max
288,DE,DE933,0.018293923583950357,max
289,DE,DE934,0.005968708633931514,max
290,DE,DE935,0.015116874554146308,max
291,DE,DE936,0.015863834997340894,max
292,DE,DEA22,0.22705434914703274,max
293,DE,DEA23,0.213055206649009,max
294,DE,DEA24,0.18743677676636786,max
295,DE,DEA26,0.020335663863742713,max
296,DE,DEB3K,0.08305506948582211,max
297,DE,DE937,0.0049479629622638825,max
298,DE,DE938,0.008140481046146177,max
299,DE,DE939,0.009441326361432774,max
300,DE,DE93A,0.005410903261708192,max
301,DE,DEA27,0.042485366101804985,max
302,DE,DEA28,0.04325307885270858,max
303,DE,DEA29,0.030411576705009498,max
304,DE,DEA2A,0.6477391670723709,max
305,DE,DEA2B,0.41503412404144235,max
306,DE,DEB11,0.113370658394566,max
307,DE,DEB12,0.17750967696186457,max
308,DE,DEB13,0.10096924277663476,max
309,DE,DEB14,0.06418646044485565,max
310,DE,DEB15,0.13042323561840666,max
311,DE,DEB16,0.07754457284126384,max
312,DE,DEC01,0.18309043112617046,max
313,DE,DEC02,0.05843836558498011,max
314,DE,DEC03,0.2638167146750211,max
315,DE,DEC04,0.07932830488190001,max
316,DE,DEC05,0.10703367959005392,max
317,DE,DEC06,0.12200731497648412,max
318,DE,DE93B,0.009540723056195051,max
319,DE,DE941,0.07445896613767077,max
320,DE,DEA2C,0.11329362456819733,max
321,DE,DEA2D,0.11396879974642804,max
322,DE,DEA31,0.1438432662870616,max
323,DE,DEA32,0.16295647944959202,max
324,DE,DEB17,0.05569742597531155,max
325,DE,DEB18,0.06495864176821473,max
326,DE,DEB19,0.028679193441337326,max
327,DE,DEB1A,0.05866764164786379,max
328,DE,DE942,0.024592769384096224,max
329,DE,DE943,0.1253788258159968,max
330,DE,DE944,0.12152191524887657,max
331,DE,DE945,0.04478812861285632,max
332,DE,DE946,0.012321903709410942,max
333,DE,DE947,0.009852688293333692,max
334,DE,DE948,0.005946031398050635,max
335,DE,DE949,0.007855201190145971,max
336,DE,DEA33,0.0824389816781652,max
337,DE,DEA34,0.023672600598686318,max
338,DE,DEA35,0.019020819222946204,max
339,DE,DEA36,0.15821001464355847,max
340,DE,DEA37,0.015917847029616995,max
341,DE,DEA38,0.0133684682874648,max
342,DE,DEB1B,0.06807737936503962,max
343,DE,DEB21,0.12982629497133716,max
344,DE,DEB22,0.042487467769215304,max
345,DE,DED21,0.13085599774690865,max
346,DE,DED2C,0.018381899809019206,max
347,DE,DE94A,0.011742790401777696,max
348,DE,DE94B,0.0076465472303795575,max
349,DE,DE94C,0.010428351202705282,max
350,DE,DE94D,0.007723073003627772,max
351,DE,DE94E,0.013828891669535475,max
352,DE,DE94F,0.009218936225137914,max
353,DE,DEA41,0.20363593318748713,max
354,DE,DEA42,0.08421288101536697,max
355,DE,DEA43,0.10725667777043003,max
356,DE,DEA44,0.021263571412458843,max
357,DE,DEB23,0.017710381616057872,max
358,DE,DEB24,0.041035338385760595,max
359,DE,DEB25,0.05754697019219532,max
360,DE,DE211,0.04822762012245549,max
361,DE,DE22C,0.01067016426289705,max
362,DE,DE231,0.0742901357344856,max
363,DE,DE232,0.09317051508146201,max
364,DE,DE259,0.1373044498954991,max
365,DE,DE25A,0.013502864327580253,max
366,DE,DE25B,0.033191119836652606,max
367,DE,DE25C,0.01603008778781067,max
368,DE,DE261,0.09844986580489458,max
369,DE,DE262,0.06820770116105401,max
370,DE,DE401,0.0486293801222244,max
371,DE,DE402,0.04054913247458509,max
372,DE,DE406,0.011404049527289564,max
373,DE,DE407,0.004668182237315939,max
374,DE,DE408,0.02210072061201825,max
375,DE,DE409,0.007361110844308219,max
376,DE,DE40A,0.021750025840489656,max
377,DE,DE40B,0.010575222526941819,max
378,DE,DE40C,0.00924989112308172,max
379,DE,DE40D,0.0036121690503457273,max
380,DE,DE40E,0.01633683944517512,max
381,DE,DE40F,0.003018568391069593,max
382,DE,DE40G,0.00895876117828588,max
383,DE,DE40H,0.008257847611630726,max
384,DE,DE40I,0.004846724307631613,max
385,DE,DE501,0.12588135621595792,max
386,DE,DE502,0.07447525198325594,max
387,DE,DE600,0.15549576330954976,max
388,DE,DE711,0.129072614471368,max
389,DE,DE712,0.19315542149092724,max
390,DE,DE713,0.19730712027655112,max
391,DE,DE714,0.1787175153909629,max
392,DE,DE715,0.046866042606670925,max
393,DE,DE716,0.05053626921467862,max
394,DE,DE717,0.04257475756946265,max
395,DE,DE718,0.07729790506284742,max
396,DE,DE719,0.06495901708487664,max
397,DE,DE71A,0.07997898004411519,max
398,DE,DE71B,0.057006247337223204,max
399,DE,DE71C,0.12246174545670126,max
400,DE,DE71D,0.07306409270100832,max
401,DE,DE71E,0.031073058164842918,max
402,DE,DE721,0.04658157551451518,max
403,DE,DE722,0.09836564364320566,max
404,DE,DE723,0.044070518915021194,max
405,DE,DE724,0.040563847896839915,max
406,DE,DE725,0.02227888140787264,max
407,DE,DE731,0.17003656732154193,max
408,DE,DE732,0.04422633455790995,max
409,DE,DE733,0.03283353542252212,max
410,DE,DE734,0.02768879574528193,max
411,DE,DE735,0.021989196202985548,max
412,DE,DE736,0.023272272191028405,max
413,DE,DE737,0.038956183903393046,max
414,DE,DE803,0.07828940121167131,max
415,DE,DE804,0.07436256365994846,max
416,DE,DE80L,0.006058076104591088,max
417,DE,DE911,0.0674891538722333,max
418,DE,DE80M,0.004803261567922095,max
419,DE,DE80N,0.004711526478805404,max
420,DE,DE80J,0.004443383700878899,max
421,DE,DE80K,0.004918514014373336,max
422,DE,DE913,0.03632720641635144,max
423,DE,DE80O,0.004085418168445185,max
424,DE,DE914,0.008702123590133684,max
425,DE,DE915,0.07308275198600289,max
426,DE,DE916,0.02549643647075269,max
427,DE,DE917,0.01020232014108848,max
428,DE,DE912,0.021428171453731448,max
429,DE,DE91A,0.012569381312836069,max
430,DE,DE91B,0.010893041812952291,max
431,DE,DE918,0.017229362869516294,max
432,DE,DE919,0.03743611941859135,max
433,DE,DE922,0.005779061403745901,max
434,DE,DE923,0.025533874669653935,max
435,DE,DE925,0.017243179846928556,max
436,DE,DE926,0.03953107204069687,max
437,DE,DE927,0.005190941513022253,max
438,DE,DE12A,0.08333430768865602,max
439,DE,DE12B,0.1157038528236396,max
440,DE,DE12C,0.05274529070531508,max
441,DE,DE131,0.19633499913585747,max
442,DE,DE132,0.041093844175226636,max
443,DE,DE212,0.21056331698566236,max
444,DE,DE213,0.08772441902246071,max
445,DE,DE214,0.018965662151318754,max
446,DE,DE215,0.057380646855506215,max
447,DE,DE216,0.04671152051853715,max
448,DE,DE217,0.026286545107143355,max
449,DE,DE218,0.027826302685224735,max
450,DE,DE233,0.06260841166028519,max
451,DE,DE234,0.02675841516378468,max
452,DE,DE235,0.20250957150840496,max
453,DE,DE236,0.015105975739421077,max
454,DE,DE263,0.102073647208813,max
455,DE,DE264,0.09808258979707722,max
456,DE,DE265,0.03884147903253093,max
457,DE,DE266,0.021199786936026928,max
458,DE,DE267,0.024179358183286002,max
459,DE,DE133,0.040654310016773464,max
460,DE,DE219,0.016458067207719005,max
461,DE,DE21A,0.012978579073792436,max
462,DE,DE21B,0.03570755911181612,max
463,DE,DE21C,0.03597070795982353,max
464,DE,DE21D,0.06700203681730012,max
465,DE,DE237,0.033650209240929915,max
466,DE,DE238,0.022925418964754564,max
467,DE,DE239,0.030716818714953697,max
468,DE,DE268,0.014926240246376673,max
469,DE,DE269,0.07273632479718505,max
470,DE,DE26A,0.0336674609430165,max
471,DE,DE26B,0.012865478480404173,max
472,DE,DE134,0.03408292149044523,max
473,DE,DE135,0.03536320688584791,max
474,DE,DE136,0.10346655102477757,max
475,DE,DE137,0.06402397080741823,max
476,DE,DE138,0.07401239621305421,max
477,DE,DE21E,0.01521538653368784,max
478,DE,DE21F,0.06398008659654308,max
479,DE,DE21G,0.016547473184840594,max
480,DE,DE21H,0.05109105993810093,max
481,DE,DE21I,0.011993306915282768,max
482,DE,DE23A,0.015957422169305863,max
483,DE,DE241,0.09289148908460884,max
484,DE,DE242,0.106657399110057,max
485,DE,DE26C,0.029036832142580873,max
486,DE,DE271,0.10214751359630843,max
487,DE,DE272,0.10190431269472434,max
488,DE,DE273,0.15133184091407728,max
489,DE,DE274,0.04320230229844421,max
490,DE,DE275,0.017626434182330807,max
491,DE,DE276,0.022129979641377955,max
492,DE,DE139,0.09794320780629337,max
493,DE,DE13A,0.07032068589052622,max
494,DE,DE21J,0.018246455225663673,max
495,DE,DE21K,0.03440639531826522,max
496,DE,DE21L,0.1084102971708976,max
497,DE,DE21M,0.020808410898929056,max
498,DE,DE243,0.09450377427769402,max
499,DE,DE244,0.08025182461144248,max
500,DE,DE245,0.028409483581135226,max
501,DE,DE246,0.028729575270167288,max
502,DE,DE247,0.02473756146796945,max
503,DE,DE141,0.06761835386126447,max
504,DE,DE142,0.06735828785487318,max
505,DE,DE143,0.06198868064513113,max
506,DE,DE144,0.1186485152170795,max
507,DE,DE145,0.020276666711522357,max
508,DE,DE21N,0.03581751820436908,max
509,DE,DE221,0.06802459166350017,max
510,DE,DE222,0.17434922024342353,max
511,DE,DE248,0.0491679353251207,max
512,DE,DE249,0.025922676399890213,max
513,DE,DE24A,0.05149614620603065,max
514,DE,DE24B,0.025487527771437684,max
515,DE,DE24C,0.027188815648816696,max
516,DE,DE277,0.011731381916197594,max
517,DE,DE278,0.01636134943551884,max
518,DE,DE279,0.02675876469989296,max
519,DE,DE27A,0.07310137446100003,max
520,DE,DE27B,0.018620498890181615,max
521,DE,DE146,0.017373855530537698,max
522,DE,DE147,0.05855642747968691,max
523,DE,DE148,0.03152490186668265,max
524,DE,DE149,0.017293811548249653,max
525,DE,DE223,0.031120340098395465,max
526,DE,DE224,0.013646268589983045,max
527,DE,DE225,0.32185225530992484,max
528,DE,DE226,0.019130283587980013,max
529,DE,DE227,0.01788521644335623,max
530,DE,DE24D,0.047028816621277746,max
531,DE,DE251,0.04118300856132067,max
532,DE,DE252,0.1339847975718456,max
533,DE,DE253,0.12065761747647716,max
534,DE,DE27C,0.011093847346438713,max
535,DE,DE27D,0.011504719655139118,max
536,DE,DE27E,0.05009410303643008,max
537,DE,DE228,0.02046052138560298,max
538,DE,DE229,0.21641812966148388,max
539,DE,DE22A,0.015507155385521878,max
540,DE,DE22B,0.008931191347291256,max
541,DE,DE254,0.14054283546138044,max
542,DE,DE255,0.12711101656095528,max
543,DE,DE256,0.012804890594874292,max
544,DE,DE257,0.041247115553466454,max
545,DE,DE258,0.04053922661956211,max
546,DE,DE300,0.19427695406426687,max
547,DE,DE403,0.024784552976793488,max
548,DE,DE404,0.10083658047143629,max
549,DE,DE405,0.01998099146790294,max
550,EL,EL522,0.037544259122269365,max
551,EL,EL523,0.0032391615976109338,max
552,EL,EL524,0.005901496003166705,max
553,EL,EL525,0.010445519665392256,max
554,EL,EL631,0.012779008628681709,max
555,EL,EL632,0.020363833265637024,max
556,EL,EL651,0.005968164843636632,max
557,EL,EL652,0.012383804369399173,max
558,EL,EL653,0.008367337818477804,max
559,ES,ES111,0.03403127308889549,max
560,ES,ES112,0.009262607049212902,max
561,ES,ES113,0.01203963893069412,max
562,ES,ES220,0.011564289521072262,max
563,ES,ES230,0.010499205789070674,max
564,ES,ES114,0.05267768907618178,max
565,ES,ES241,0.0021658347686953202,max
566,ES,ES120,0.06123433774332147,max
567,ES,ES211,0.025815446147004078,max
568,ES,ES212,0.18591097150847805,max
569,ES,ES243,0.006407630480209039,max
570,ES,ES213,0.16711383916026615,max
571,ES,ES242,0.0017187975458738027,max
572,ES,ES130,0.043829688119430284,max
573,EL,EL434,0.02507607591896671,max
574,EL,EL526,0.004376953469956933,max
575,EL,EL527,0.007593068799980648,max
576,EL,EL633,0.006279601908770002,max
577,EL,EL531,0.006190716561643751,max
578,EL,EL532,0.007113290507588124,max
579,EL,EL533,0.0038686982249619916,max
580,EL,EL611,0.003942661103760422,max
581,EL,EL612,0.006889239231151079,max
582,EL,EL621,0.01535077725771037,max
583,EL,EL641,0.0046194547654202205,max
584,EL,EL541,0.023430931030694383,max
585,EL,EL542,0.010478715489928589,max
586,EL,EL543,0.018306093364771188,max
587,EL,EL613,0.014134489941754754,max
588,EL,EL642,0.011586561507281589,max
589,EL,EL643,0.015744577988521795,max
590,EL,EL511,0.005072502733310525,max
591,EL,EL512,0.012007139406879258,max
592,EL,EL644,0.0065320635952441026,max
593,EL,EL645,0.009789057371503887,max
594,EL,EL513,0.005200496902412481,max
595,EL,EL514,0.004998961878443483,max
596,EL,EL515,0.012001790562370036,max
597,EL,EL521,0.005207033847519353,max
598,EL,EL622,0.02686398214697311,max
599,EL,EL623,0.017258096369517698,max
600,EL,EL624,0.022699259204913825,max
601,EL,EL307,0.09657082545644285,max
602,EL,EL301,0.17128355073901091,max
603,EL,EL302,0.269945398736562,max
604,EL,EL303,0.4480051901556716,max
605,EL,EL304,0.27073351041460375,max
606,EL,EL305,0.03419693806007616,max
607,EL,EL306,0.020720780037066653,max
608,EL,EL413,0.027179325490907562,max
609,EL,EL422,0.015181786812394722,max
610,EL,EL411,0.01598371017283021,max
611,EL,EL412,0.02498354040567102,max
612,EL,EL421,0.020683420628672615,max
613,EL,EL431,0.02164166237908624,max
614,EL,EL432,0.01724943928102435,max
615,EL,EL433,0.028663697413470676,max
616,DK,DK050,0.005697672541194552,max
617,DK,DK031,0.00982039732630577,max
618,EE,EE001,0.015959414505854447,max
619,DK,DK032,0.006117162892115057,max
620,DK,DK011,0.20942174141283487,max
621,DK,DK012,0.07963290438979974,max
622,DK,DK013,0.03651822603750432,max
623,EE,EE004,0.0019946920669062546,max
624,DK,DK014,0.00542980516352462,max
625,EE,EE006,0.0013775041176119773,max
626,EE,EE007,0.006044844091419361,max
627,DK,DK041,0.004659938109600066,max
628,EE,EE008,0.0020610855613872247,max
629,DK,DK021,0.020926467186773476,max
630,DK,DK022,0.0062089312840687035,max
631,DK,DK042,0.01125483846407475,max
632,FI,FI1B1,0.04941517783651016,max
633,FI,FI1C1,0.01305863531396028,max
634,FI,FI1C2,0.012623156073345888,max
635,FI,FI1C3,0.015723746411447442,max
636,FI,FI1C5,0.015053629799997309,max
637,FI,FI1D6,0.004960476282037489,max
638,FI,FI1D5,0.005297292246426494,max
639,FI,FI1C4,0.012052033424872632,max
640,FI,FI1D7,0.0012669661719019844,max
641,FI,FI1D1,0.007594036509197342,max
642,FI,FI200,0.005186218540395995,max
643,FI,FI1D2,0.008556086387246437,max
644,FI,FI1D3,0.0061834745910944655,max
645,FI,FI1D4,0.0018488173055686615,max
646,FI,FI195,0.006574933977993119,max
647,FI,FI196,0.008329759001053628,max
648,FI,FI197,0.01857804214515027,max
649,FI,FI193,0.010308315084167284,max
650,FI,FI194,0.004747037190649984,max
651,ES,ES419,0.001554937377101542,max
652,ES,ES512,0.02906361593779789,max
653,ES,ES513,0.008065889529823761,max
654,ES,ES532,0.01823758932734459,max
655,ES,ES533,0.01548894927916754,max
656,ES,ES703,inf,max
657,ES,ES618,0.010060747681734263,max
658,ES,ES514,0.016820174105103513,max
659,ES,ES704,inf,max
660,ES,ES705,inf,max
661,ES,ES706,inf,max
662,ES,ES521,0.033321438520082985,max
663,ES,ES522,0.01716127097033224,max
664,ES,ES531,0.026345131803389054,max
665,ES,ES620,0.01281318622210935,max
666,ES,ES630,0.31233364215079706,max
667,ES,ES640,0.2294088430149126,max
668,ES,ES707,inf,max
669,ES,ES708,inf,max
670,ES,ES709,inf,max
671,ES,ES523,0.03496532583699681,max
672,ES,ES611,0.017400891261270857,max
673,ES,ES612,0.020460544368306747,max
674,ES,ES613,0.008472223152951297,max
675,ES,ES614,0.013295399284828611,max
676,ES,ES615,0.007526173862595186,max
677,ES,ES616,0.014396383601026812,max
678,ES,ES617,0.04600789056712956,max
679,ES,ES411,0.0031055075249894247,max
680,ES,ES416,0.0020630289277341458,max
